record_id,species,bl_accepted,bl_match_type,order,province,year,longitude,latitude,has_range_polygon,year_in_scope,centroid_lon,centroid_lat,nearest_edge_lon,nearest_edge_lat,bearing_from_centroid_deg,direction_8_centroid,bearing_from_nearest_edge_deg,direction_8_nearest_edge,centroid_delta_lon_deg,centroid_delta_lat_deg,edge_delta_lon_deg,edge_delta_lat_deg,distance_to_centroid_km,distance_to_nearest_edge_km,point_inside_range
537,Ptyonoprogne rupestris,Ptyonoprogne rupestris,accepted,Passeriformes,Jiangsu,2021,120.48,31.3,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
538,Riparia riparia,Riparia riparia,accepted,Passeriformes,Hainan,2006,110.01,19.97,TRUE,TRUE,116.40038726901734,45.76384586130885,119.24987792972274,39.490478515371365,193.6441923446843,S,204.81459681398383,SW,-6.390387269017339,-25.793845861308853,-9.239877929722738,-19.520478515371366,2943.9366327639186,2347.6650253427783,FALSE
539,Lanius borealis,Lanius borealis,accepted,Passeriformes,Xizang,2020,97.84,29.67,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,Lanius collurioides,Lanius collurioides,accepted,Passeriformes,Sichuan,2014,101.53,26.65,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,Lanius isabellinus,Lanius isabellinus,accepted,Passeriformes,Zhejiang,2022,121.54,28.34,TRUE,TRUE,98.55332589431383,40.631885611490105,111.41880576873844,38.158988559321216,115.96524755768502,SE,136.33921528967358,SE,22.986674105686177,-12.291885611490105,10.121194231261569,-9.818988559321216,2485.2328549810986,1424.1483421766402,FALSE
542,Lanius schach,Lanius schach,accepted,Passeriformes,Beijing,2009,115.91,40.52,TRUE,TRUE,108.84323182035105,27.27814892110326,114.17292155591109,31.834030964226045,21.979885983920212,N,8.665218856914407,N,7.066768179648946,13.241851078896744,1.7370784440889082,8.685969035773958,1622.893675066213,973.948096417841,FALSE
543,Lanius schach,Lanius schach,accepted,Passeriformes,Jiangxi,2008,114.4,26.25,TRUE,TRUE,108.84323182035105,27.27814892110326,114.4,26.25,100.4464573401238,E,0,N,5.556768179648955,-1.0281489211032593,0,0,561.6958875229016,0,TRUE
544,Lanius schach,Lanius schach,accepted,Passeriformes,Tianjin,2001,117,39.14,TRUE,TRUE,108.84323182035105,27.27814892110326,115.12567138642555,31.643493652110408,27.751313309283432,NE,10.985526456289165,N,8.15676817964895,11.861851078896741,1.8743286135744484,7.496506347889593,1529.5411307634154,861.1519342332684,FALSE
545,Lanius sphenocercus,Lanius sphenocercus,accepted,Passeriformes,Yunnan,2017,103.22,24.6,TRUE,TRUE,119.52867504028204,43.85178442598701,104.7348354017326,32.37875215069124,219.99163526103408,SW,190.0825411504443,S,-16.30867504028204,-19.25178442598701,-1.5148354017325971,-7.77875215069124,2612.416380324862,881.705937861996,FALSE
546,Lanius tephronotus,Lanius tephronotus,accepted,Passeriformes,Hubei,2011,110.13,31.45,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547,Lanius tephronotus,Lanius tephronotus,accepted,Passeriformes,Xinjiang,2004,75.4,37.37,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,Cutia nipalensis,Cutia nipalensis,accepted,Passeriformes,Hubei,1999,110.28,31.3,TRUE,FALSE,96.70731488497032,26.849441913186098,104.32470703080492,23.19848632818156,66.21556908898964,NE,31.842660846169906,NE,13.572685115029685,4.450558086813903,5.955292969195085,8.101513671818442,1398.3435874607096,1013.8701948718909,FALSE
549,Garrulax canorus,Garrulax canorus,accepted,Passeriformes,Liaoning,1999,121.63,38.87,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,Garrulax maesi,Garrulax maesi,accepted,Passeriformes,Guangdong,2008,113.23,24.37,TRUE,TRUE,107.73112933102414,26.184193618613094,113.14926244291736,24.543162743566484,108.85492069155652,E,156.98602988975165,SE,5.498870668975869,-1.8141936186130927,0.0807375570826423,-0.17316274356648265,588.7259980834416,20.78855713344586,FALSE
551,Garrulax monileger,Garrulax monileger,accepted,Passeriformes,Hubei,2016,110.48,31.32,TRUE,TRUE,109.82334313408046,24.588872247225236,111.983781563694,26.575629203181332,4.7738533182342735,N,344.8572826333895,N,0.656656865919544,6.731127752774764,-1.503781563693991,4.744370796818668,754.1832581841393,548.352701233434,FALSE
552,Garrulax monileger,Garrulax monileger,accepted,Passeriformes,Jiangsu,2007,118.84,32.07,TRUE,TRUE,109.82334313408046,24.588872247225236,119.1997070316545,28.930480956730946,44.624775672749706,NE,354.45262728946733,N,9.016656865919543,7.481127752774764,-0.35970703165449436,3.139519043269054,1210.2816403653396,354.1810237437665,FALSE
553,Garrulax monileger,Garrulax monileger,accepted,Passeriformes,Shaanxi,2020,108.71,32.67,TRUE,TRUE,109.82334313408046,24.588872247225236,107.81336735928382,26.199956860290104,353.3664200523311,N,6.665009262867898,N,-1.1133431340804663,8.081127752774766,0.8966326407161773,6.470043139709897,909.8410427826504,729.1157709668558,FALSE
554,Heterophasia desgodinsi,Heterophasia desgodinsi,accepted,Passeriformes,Hubei,2011,110.13,30.45,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,Heterophasia desgodinsi,Heterophasia desgodinsi,accepted,Passeriformes,Shaanxi,2011,109.26,32.09,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,Ianthocincla lunulata,Ianthocincla lunulata,accepted,Passeriformes,Ningxia,2017,106.33,35.38,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,Pterorhinus berthemyi,Pterorhinus berthemyi,accepted,Passeriformes,Jiangsu,2007,118.86,32.06,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,Pterorhinus gularis,Pterorhinus gularis,accepted,Passeriformes,Yunnan,2007,101.51,22.48,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,Pterorhinus lanceolatus,Pterorhinus lanceolatus,accepted,Passeriformes,Henan,2016,111.32,33.96,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,Pterorhinus pectoralis,Pterorhinus pectoralis,accepted,Passeriformes,Jiangsu,2007,118.85,32.07,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,Pterorhinus sannio,Pterorhinus sannio,accepted,Passeriformes,Henan,2017,115.27,31.72,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,Helopsaltes certhiola,Helopsaltes certhiola,accepted,Passeriformes,Xizang,2023,95.33,29.33,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,Helopsaltes ochotensis,Helopsaltes ochotensis,accepted,Passeriformes,Anhui,2009,117.27,31.84,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,Helopsaltes pleskei,Helopsaltes pleskei,accepted,Passeriformes,Guangxi,2005,106.77,22.09,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,Helopsaltes pleskei,Helopsaltes pleskei,accepted,Passeriformes,Shanghai,2006,121.91,31.52,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,Helopsaltes pryeri,Helopsaltes pryeri,accepted,Passeriformes,Shanghai,2006,121.4,31.62,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,Locustella davidi,Locustella davidi,accepted,Passeriformes,Guangxi,2023,106.4,22.73,TRUE,TRUE,125.34099961296953,47.407824836256175,125.02368164089512,40.45248427174395,218.17815708177395,SW,227.16694128664153,SW,-18.94099961296952,-24.677824836256175,-18.623681640895114,-17.722484271743948,3233.58554093097,2633.718408629377,FALSE
568,Locustella davidi,Locustella davidi,accepted,Passeriformes,Liaoning,2003,121.63,38.87,TRUE,TRUE,125.34099961296953,47.407824836256175,125.02368164089512,40.45248427174395,198.89082958109893,S,239.88735541079478,SW,-3.7109996129695304,-8.537824836256178,-3.3936816408951245,-1.582484271743951,1003.7968760010253,337.4626179158716,FALSE
569,Locustella mandelli,Locustella mandelli,accepted,Passeriformes,Guizhou,2010,107.13,28.18,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,Locustella mandelli,Locustella mandelli,accepted,Passeriformes,Hunan,2011,110.63,30.02,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,Hypothymis azurea,Hypothymis azurea,accepted,Passeriformes,Jiangsu,2019,120.85,33.07,TRUE,TRUE,106.2491279030458,24.786014259147127,121.56531400080242,25.297201465559077,53.65624861857924,NE,355.57761321591846,N,14.600872096954191,8.283985740852874,-0.7153140008024224,7.772798534440923,1684.253814300389,872.7795076412036,FALSE
572,Anthus godlewskii,Anthus godlewskii,accepted,Passeriformes,Shaanxi,2005,107.98,33.53,TRUE,TRUE,114.0728619235702,46.212690629016315,111.38014972055777,43.46069362290574,202.2608883488672,S,196.08581213741869,S,-6.092861923570197,-12.682690629016314,-3.4001497205577635,-9.930693622905736,1517.4644617618103,1157.9838208252872,FALSE
573,Anthus gustavi,Anthus gustavi,accepted,Passeriformes,Anhui,2020,117.26,31.66,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,Anthus gustavi,Anthus gustavi,accepted,Passeriformes,Hubei,2014,112.72,30.44,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,Anthus gustavi,Anthus gustavi,accepted,Passeriformes,Xinjiang,2010,93.48,41.22,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,Anthus pratensis,Anthus pratensis,accepted,Passeriformes,Jiangsu,2021,120.62,31.76,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,Anthus richardi,Anthus richardi,accepted,Passeriformes,Xizang,2016,95.49,29.66,TRUE,TRUE,110.32579206694965,38.235636114714175,101.20899001997356,30.921381274126475,239.47648475535627,SW,257.12614801331387,W,-14.83579206694965,-8.575636114714175,-5.71899001997356,-1.2613812741264745,1656.2134133243276,561.3870896735634,FALSE
578,Anthus roseatus,Anthus roseatus,accepted,Passeriformes,Zhejiang,2020,119.9,30.25,TRUE,TRUE,97.38086448757014,33.730090456578274,113.27709960975938,35.324096680117805,94.17106250174822,E,130.506328722626,SE,22.51913551242987,-3.4800904565782744,6.6229003902406305,-5.074096680117805,2127.4438620324495,816.6774463206576,FALSE
579,Anthus trivialis,Anthus trivialis,accepted,Passeriformes,Jiangsu,2023,120.96,32.76,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,Motacilla citreola,Motacilla citreola,accepted,Passeriformes,Hunan,2010,111.35,28.7,TRUE,TRUE,94.79846698876133,37.38551108758697,106.67417133571873,31.037914332887254,117.29464619610872,SE,118.78680132048436,SE,16.55153301123866,-8.68551108758697,4.675828664281269,-2.337914332887255,1804.8965049260996,515.8209230081436,FALSE
581,Calliope obscura,Calliope obscura,accepted,Passeriformes,Hubei,2021,110.36,31.46,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,Copsychus saularis,Copsychus saularis,accepted,Passeriformes,Guangxi,2005,108.3,22.85,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,Cyornis glaucicomans,Cyornis glaucicomans,accepted,Passeriformes,Henan,2019,114.24,31.04,TRUE,TRUE,106.48955419265549,28.77935913255594,111.60150146502065,30.590087891043424,69.49475857825365,E,78.09613236991015,E,7.750445807344505,2.26064086744406,2.638498534979348,0.44991210895657474,781.6708780826146,254.17389463990568,FALSE
584,Cyornis glaucicomans,Cyornis glaucicomans,accepted,Passeriformes,Jiangsu,2023,120.24,31.51,TRUE,TRUE,106.48955419265549,28.77935913255594,111.60150146502065,30.590087891043424,73.66187750431038,E,80.69686732510218,E,13.750445807344505,2.7306408674440625,8.638498534979348,0.9199121089565772,1342.8072801214134,819.5526304375013,FALSE
585,Cyornis glaucicomans,Cyornis glaucicomans,accepted,Passeriformes,Shanxi,2019,111.9,35.38,TRUE,TRUE,106.48955419265549,28.77935913255594,108.59930419882983,33.86749267614624,33.37596166182874,NE,59.95788848317545,NE,5.410445807344516,6.6006408674440635,3.3006958011701784,1.512507323853761,896.8851993838094,342.8895402175523,FALSE
586,Cyornis hainanus,Cyornis hainanus,accepted,Passeriformes,Sichuan,2023,104.87,28.99,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,Cyornis poliogenys,Cyornis poliogenys,accepted,Passeriformes,Guangxi,2014,106.86,22.73,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,Cyornis rubeculoides,Cyornis rubeculoides,accepted,Passeriformes,Hunan,2011,110.67,30.07,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,Enicurus leschenaulti,Enicurus leschenaulti,accepted,Passeriformes,Inner Mongolia,2015,108.85,38.2,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
590,Enicurus maculatus,Enicurus maculatus,accepted,Passeriformes,Guizhou,2020,105.93,28.33,TRUE,TRUE,106.60172688182779,25.256436106092977,105.81497234913776,28.23636328954457,349.11107520635585,N,47.22265442460434,NE,-0.6717268818277802,3.0735638939070213,0.11502765086224542,0.09363671045542787,348.6080307614247,15.133715746241014,FALSE
591,Enicurus maculatus,Enicurus maculatus,accepted,Passeriformes,Zhejiang,2018,119.67,27.71,TRUE,TRUE,106.60172688182779,25.256436106092977,119.67,27.71,75.27954519477765,E,0,N,13.068273118172215,2.453563893907024,0,0,1324.9001206995626,0,TRUE
592,Enicurus schistaceus,Enicurus schistaceus,accepted,Passeriformes,Anhui,2020,118.2,29.87,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
593,Erithacus rubecula,Erithacus rubecula,accepted,Passeriformes,Xinjiang,2010,88.21,39.33,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
594,Erithacus rubecula,Erithacus rubecula,accepted,Passeriformes,Gansu,2024,100.34,39.67,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595,Erithacus rubecula,Erithacus rubecula,accepted,Passeriformes,Jilin,2019,125.36,43.88,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
596,Erithacus rubecula,Erithacus rubecula,accepted,Passeriformes,Ningxia,2020,106.93,38.87,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
597,Eumyias thalassinus,Eumyias thalassinus,accepted,Passeriformes,Gansu,2019,105.38,32.87,TRUE,TRUE,105.76213062592029,27.75004203176445,105.38,32.87,356.4086220252635,N,0,N,-0.382130625920297,5.119957968235546,0,0,575.7670857664951,0,TRUE
598,Eumyias thalassinus,Eumyias thalassinus,accepted,Passeriformes,Hainan,2018,109.68,18.86,TRUE,TRUE,105.76213062592029,27.75004203176445,110.28127473143509,23.236401423893064,157.15913962276636,SE,187.4166648696773,S,3.9178693740797144,-8.890042031764452,-0.6012747314350833,-4.376401423893064,1058.1633123313582,482.27311951443755,FALSE
599,Eumyias thalassinus,Eumyias thalassinus,accepted,Passeriformes,Jiangsu,2016,120.4,31.99,TRUE,TRUE,105.76213062592029,27.75004203176445,112.61627197237385,29.953674317415903,67.96428819378525,E,71.05223034840054,E,14.637869374079713,4.239957968235547,7.783728027626154,2.0363256825840956,1474.6073017802619,758.9503887684266,FALSE
600,Eumyias thalassinus,Eumyias thalassinus,accepted,Passeriformes,Inner Mongolia,2019,105.81,38.66,TRUE,TRUE,105.76213062592029,27.75004203176445,107.03038152624502,33.86359683615747,0.1974966612971798,N,348.763692332285,N,0.047869374079709814,10.909957968235545,-1.2203815262450206,4.796403163842527,1228.6630854901082,548.1475568464598,FALSE
601,Eumyias thalassinus,Eumyias thalassinus,accepted,Passeriformes,Qinghai,2017,102.68,35.81,TRUE,TRUE,105.76213062592029,27.75004203176445,103.55560813512811,32.718711416230185,342.788044705605,N,347.0695652159319,N,-3.0821306259202856,8.059957968235551,-0.875608135128104,3.091288583769817,950.9193583467907,347.10194811383155,FALSE
602,Eumyias thalassinus,Eumyias thalassinus,accepted,Passeriformes,Tianjin,2018,117.47,38.71,TRUE,TRUE,105.76213062592029,27.75004203176445,110.98492431600442,33.70227050777777,38.69488575716599,NE,44.380187044763375,NE,11.707869374079706,10.95995796823555,6.485075683995575,5.007729492222232,1633.5093885052183,797.9266764392064,FALSE
603,Ficedula albicilla,Ficedula albicilla,accepted,Passeriformes,Xizang,2016,95.16,29.25,TRUE,TRUE,121.42018096924633,51.55185508991273,88.04818742241862,48.73519789418475,231.32781324629593,SW,161.79855461333682,S,-26.260180969246335,-22.301855089912728,7.111812577581375,-19.48519789418475,3305.4724355136827,2270.9327950250936,FALSE
604,Ficedula elisae,Ficedula elisae,accepted,Passeriformes,Hunan,2019,113,28.21,TRUE,TRUE,114.86125865664809,39.35201156642494,111.37487792927317,34.83190917986474,188.4376683993643,S,167.75116680259418,S,-1.86125865664809,-11.14201156642494,1.6251220707268317,-6.621909179864737,1266.802216353761,759.9841915127429,FALSE
605,Ficedula elisae,Ficedula elisae,accepted,Passeriformes,Jiangxi,2010,114.16,26.57,TRUE,TRUE,114.86125865664809,39.35201156642494,112.31011962901778,34.99847412058432,182.83305268200897,S,168.83692086986048,S,-0.7012586566480934,-12.782011566424941,1.8498803709822198,-8.428474120584319,1439.8117891361758,962.2894183260863,FALSE
606,Ficedula elisae,Ficedula elisae,accepted,Passeriformes,Shanghai,2013,121.48,31.72,TRUE,TRUE,114.86125865664809,39.35201156642494,118.93278655700722,39.13603966571819,142.80975647980222,SE,163.61151232878728,S,6.618741343351914,-7.632011566424943,2.547213442992785,-7.416039665718188,1043.5636107197536,851.464399828773,FALSE
607,Ficedula erithacus,Ficedula erithacus,accepted,Passeriformes,Guizhou,2021,104.91,39.42,TRUE,TRUE,100.7111486454206,29.6212170776853,103.95269775399828,37.37652587886629,18.281451799043225,N,19.86447494835278,N,4.1988513545794035,9.7987829223147,0.9573022460017171,2.0434741211337126,1168.0357821071354,245.1203049041052,FALSE
608,Ficedula erithacus,Ficedula erithacus,accepted,Passeriformes,Hebei,2015,113.83,38.75,TRUE,TRUE,100.7111486454206,29.6212170776853,105.66827392570121,34.546325683383714,46.37483895864307,NE,54.91130315495212,NE,13.118851354579405,9.128782922314699,8.161726074298784,4.203674316616286,1570.0710426279568,824.6663441178669,FALSE
609,Ficedula hyperythra,Ficedula hyperythra,accepted,Passeriformes,Hunan,2017,110.57,30.05,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
610,Ficedula hyperythra,Ficedula hyperythra,accepted,Passeriformes,Shaanxi,2006,107.98,33.53,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
611,Ficedula hyperythra,Ficedula hyperythra,accepted,Passeriformes,Chongqing,2007,108.89,29.32,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
612,Ficedula hypoleuca,Ficedula hypoleuca,accepted,Passeriformes,Xinjiang,2008,81.48,36.19,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
613,Ficedula mugimaki,Ficedula mugimaki,accepted,Passeriformes,Guizhou,2017,106.68,26.54,TRUE,TRUE,124.37254164041657,46.33496197842598,118.37768554655088,40.98309326174467,221.43195962964344,SW,217.4007168349375,SW,-17.692541640416565,-19.79496197842598,-11.697685546550872,-14.443093261744671,2708.599172496423,1909.9304555122467,FALSE
614,Ficedula narcissina,Ficedula narcissina,accepted,Passeriformes,Anhui,2015,117.19,31.85,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
615,Ficedula narcissina,Ficedula narcissina,accepted,Passeriformes,Jiangxi,2011,114.38,24.49,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
616,Ficedula narcissina,Ficedula narcissina,accepted,Passeriformes,Liaoning,2020,124.15,39.87,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
617,Ficedula owstoni,Ficedula owstoni,accepted,Passeriformes,Jiangsu,2014,120.87,32,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,Ficedula parva,Ficedula parva,accepted,Passeriformes,Hebei,2007,118.91,39.43,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
619,Ficedula parva,Ficedula parva,accepted,Passeriformes,Hunan,2021,112.17,29.37,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
620,Ficedula parva,Ficedula parva,accepted,Passeriformes,Shanghai,2010,121.52,31.34,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
621,Ficedula parva,Ficedula parva,accepted,Passeriformes,Hong Kong,2007,114.26,22.17,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622,Ficedula ruficauda,Ficedula ruficauda,accepted,Passeriformes,Sichuan,2016,104.09,30.63,TRUE,TRUE,85.29101775910813,28.442140490759186,87.75929272527478,27.844439951769314,77.78296906627446,E,75.00379037710422,E,18.798982240891874,2.1878595092408126,16.330707274725228,2.7855600482306855,1815.7828351324204,1599.6264812105535,FALSE
623,Ficedula strophiata,Ficedula strophiata,accepted,Passeriformes,Beijing,2015,116.4,39.95,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,Ficedula superciliaris,Ficedula superciliaris,accepted,Passeriformes,Hubei,2019,110.45,31.72,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
625,Ficedula tricolor,Ficedula tricolor,accepted,Passeriformes,Hunan,2012,110.65,30.07,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,Ficedula tricolor,Ficedula tricolor,accepted,Passeriformes,Inner Mongolia,2007,118.72,44.22,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
627,Ficedula tricolor,Ficedula tricolor,accepted,Passeriformes,Qinghai,2017,102.68,35.8,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
628,Heteroxenicus stellatus,Heteroxenicus stellatus,accepted,Passeriformes,Sichuan,2018,101.99,29.57,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
629,Larvivora akahige,Larvivora akahige,accepted,Passeriformes,Hubei,2022,114.23,31.2,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
630,Larvivora akahige,Larvivora akahige,accepted,Passeriformes,Zhejiang,2009,121.46,29.48,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
631,Larvivora brunnea,Larvivora brunnea,accepted,Passeriformes,Jiangsu,2019,120.85,33.07,TRUE,TRUE,100.90004830478762,30.548942451601913,109.18872070329797,33.45312500001887,76.3292855897829,E,89.03666392147937,E,19.949951695212377,2.521057548398087,11.66127929670202,-0.38312500001887173,1879.1952441052822,1068.8598942447493,FALSE
632,Larvivora cyane,Larvivora cyane,accepted,Passeriformes,Hainan,2009,110.31,20.03,TRUE,TRUE,125.20739729016252,47.13030318616059,121.74407958990116,39.06030273438387,209.18741621461757,SW,210.64886578904293,SW,-14.897397290162516,-27.100303186160588,-11.43407958990116,-19.030302734383866,3313.93067756844,2387.5490947085023,FALSE
633,Larvivora cyane,Larvivora cyane,accepted,Passeriformes,Hunan,2006,113.21,28.2,TRUE,TRUE,125.20739729016252,47.13030318616059,121.74407958990116,39.06030273438387,210.55590425364989,SW,215.66097282273998,SW,-11.997397290162525,-18.93030318616059,-8.534079589901168,-10.860302734383868,2366.2043413364436,1449.110096282456,FALSE
634,Monticola gularis,Monticola gularis,accepted,Passeriformes,Sichuan,2011,104.76,32.58,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,Monticola rufiventris,Monticola rufiventris,accepted,Passeriformes,Shaanxi,2005,107.76,33.6,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,Monticola solitarius,Monticola solitarius,accepted,Passeriformes,Qinghai,2017,102.66,35.83,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,Muscicapa dauurica,Muscicapa dauurica,accepted,Passeriformes,Xinjiang,2010,89,45,TRUE,TRUE,124.139637377753,46.76145928182225,81.25496590514095,30.025348043695267,278.81900593452826,W,20.013844980722126,N,-35.139637377753004,-1.7614592818222476,7.745034094859051,14.974651956304733,2709.519034265252,1762.1147667291625,FALSE
638,Muscicapa ferruginea,Muscicapa ferruginea,accepted,Passeriformes,Hunan,2020,112.93,28.18,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,Muscicapa ferruginea,Muscicapa ferruginea,accepted,Passeriformes,Zhejiang,2013,121.93,29.2,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,Muscicapa muttui,Muscicapa muttui,accepted,Passeriformes,Henan,2019,111.84,34.26,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,Muscicapa muttui,Muscicapa muttui,accepted,Passeriformes,Hunan,2013,111.07,29.88,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,Muscicapa muttui,Muscicapa muttui,accepted,Passeriformes,Jiangsu,2023,120.83,33.19,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
