direction,count,proportion
East,32,0.10491803278688525
North,74,0.24262295081967214
Northeast,45,0.14754098360655737
Northwest,22,0.07213114754098361
South,40,0.13114754098360656
Southeast,45,0.14754098360655737
Southwest,34,0.11147540983606558
West,13,0.04262295081967213
