record_id,species,order,province,year,year_in_scope,longitude,latitude,iucn,point_baseline_temp,point_baseline_prec,point_year_temp,point_year_prec,point_temp_delta_from_point_baseline,point_prec_delta_from_point_baseline,resident_breeding_baseline_temp_mean,resident_breeding_baseline_prec_mean,resident_breeding_range_year_temp_mean,resident_breeding_range_year_prec_mean,resident_breeding_range_temp_delta_from_baseline,resident_breeding_range_prec_delta_from_baseline,point_temp_minus_resident_breeding_baseline,point_prec_minus_resident_breeding_baseline,resident_breeding_bearing_from_centroid_deg,resident_breeding_direction_8,resident_breeding_bearing_from_nearest_edge_deg,resident_breeding_direction_8_from_nearest_edge,resident_breeding_range_centroid_lon,resident_breeding_range_centroid_lat,resident_breeding_nearest_edge_lon,resident_breeding_nearest_edge_lat,resident_breeding_centroid_delta_lon_deg,resident_breeding_centroid_delta_lat_deg,resident_breeding_edge_delta_lon_deg,resident_breeding_edge_delta_lat_deg,resident_breeding_distance_to_range_edge_km,resident_breeding_distance_to_range_centroid_km,resident_breeding_point_inside_historical_range,all_seasons_baseline_temp_mean,all_seasons_baseline_prec_mean,all_seasons_range_year_temp_mean,all_seasons_range_year_prec_mean,all_seasons_range_temp_delta_from_baseline,all_seasons_range_prec_delta_from_baseline,point_temp_minus_all_seasons_baseline,point_prec_minus_all_seasons_baseline,all_seasons_bearing_from_centroid_deg,all_seasons_direction_8,all_seasons_bearing_from_nearest_edge_deg,all_seasons_direction_8_from_nearest_edge,all_seasons_range_centroid_lon,all_seasons_range_centroid_lat,all_seasons_nearest_edge_lon,all_seasons_nearest_edge_lat,all_seasons_centroid_delta_lon_deg,all_seasons_centroid_delta_lat_deg,all_seasons_edge_delta_lon_deg,all_seasons_edge_delta_lat_deg,all_seasons_distance_to_range_edge_km,all_seasons_distance_to_range_centroid_km,all_seasons_point_inside_historical_range,bot_has_polygon,bot_centroid_lon,bot_centroid_lat,bot_nearest_edge_lon,bot_nearest_edge_lat,bot_bearing_from_centroid_deg,bot_direction_8_centroid,bot_bearing_from_nearest_edge_deg,bot_direction_8_nearest_edge,bot_centroid_delta_lon_deg,bot_centroid_delta_lat_deg,bot_edge_delta_lon_deg,bot_edge_delta_lat_deg,bot_distance_to_centroid_km,bot_distance_to_nearest_edge_km,bot_point_inside_range
75,Anser fabalis,Anseriformes,Xizang,2016,TRUE,95.83,29.27,LC,11.158666610717772,940,12.520833015441896,935.1500244140624,1.362166404724121,-4.8499755859375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,125.26622536510054,48.96782997750272,88.05030640774426,48.73334732721016,239.54153997283333,SW,160.15446267802588,S,-29.43622536510054,-19.697829977502725,7.7796935922557395,-19.46334732721016,3317.9814615490595,2284.114538264947,FALSE
76,Anser indicus,Anseriformes,Henan,2019,TRUE,111.13,34.77,LC,6.3685832023620605,405,6.770833492279053,288.3500061035156,0.4022502899169922,-116.64999389648438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,85.81920851578286,36.64643112960295,102.73748779300008,36.067871094000054,87.66439347695729,E,98.29098084142328,E,25.310791484217138,-1.876431129602949,8.392512206999925,-1.297871094000051,2252.7265032123205,762.4599631434397,FALSE
77,Anser indicus,Anseriformes,Chongqing,2006,TRUE,106.43,29.84,LC,9.49316692352295,642,10.260416984558104,532.22503662109375,0.7672500610351564,-109.77496337890624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,85.81920851578286,36.64643112960295,101.87292480500008,34.857299805000025,105.62126504892564,E,141.2561658353378,SE,20.610791484217145,-6.806431129602952,4.557075194999925,-5.017299805000025,2034.1313554017167,705.2380976342198,FALSE
78,Asarcornis scutulata,Anseriformes,Yunnan,2019,TRUE,97.57,24.72,CR,12.78041648864746,599,13,500.2749938964844,0.21958351135253903,-98.725006103515625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,93.562437176961,27.523274686450023,96.32291959406663,28.1360465679845,127.02418438023608,SE,161.61588184588345,S,4.007562823038981,-2.803274686450024,1.2470804059333602,-3.416046567984502,506.57710607537155,399.6422205257812,FALSE
79,Aythya collaris,Anseriformes,Shandong,2014,TRUE,120.08,36.25,LC,10.427166938781738,819,10.833333015441896,940.2249755859376,0.40616607666015625,121.2249755859375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.098566608448244,495.33144977683384,1.753965958165966,521.24366017704,0.6553993497177222,25.91221040020622,9.73476640699365,444.89352580910366,154.5629762430341,Southeast,238.04221487344728,Southwest,88.83243594402337,49.02481323681267,104.90732593743968,29.508271985144575,11.250897389309628,-22.29147990347937,-4.823992604106664,-2.7749386518112793,560.9695152339317,2490.638962091638,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,Aythya fuligula,Anseriformes,Hainan,2006,TRUE,109.17,18.75,LC,2.5167500972747803,789,3.3854167461395264,738.1500244140625,0.8686666488647461,-50.8499755859375,-7.434056573165359,408.6928053013569,-5.785078851609102,411.43339372639184,1.6489777215562569,2.7405884250349573,10.819473319304883,329.4572191127056,197.9127097933313,South,185.220634980489,South,106.6020334907387,60.45946240940544,97.74670410200008,47.92828369200003,-10.7730884907387,-31.18456407607214,-1.917759102000062,-18.65338535866673,1870.26373713855,2989.2418829566072,FALSE,-4.771253806038087,481.9854473524483,-3.214119784946635,502.1027359161099,1.5571340210914515,20.11728856366165,8.156670552177612,256.1645770616142,202.26704878469155,South,259.1855205273347,West,106.74301613742011,53.863050429590906,105.00170898400006,31.127502442000036,-10.914071137420107,-24.588152096257605,-9.172763984000056,-1.8526041086667355,908.4655657912864,2568.111907832747,FALSE,TRUE,118.9536958512914,47.837837389934016,111.52820031282772,44.23071289100005,198.6798705630085,S,185.18175701926225,S,-9.783695851291384,-29.087837389934016,-2.3582003128277194,-25.480712891000053,3366.398344458901,2855.3271026432126,FALSE
81,Aythya nyroca,Anseriformes,Fujian,2004,TRUE,119.52,25.96,NT,14.092833518981934,576,15.4375,620.45001220703125,1.3446664810180664,44.45001220703125,0.46032087559327306,296.29612966175193,1.5112698530572668,320.5772102292682,1.0509489774639935,24.281080567516256,14.977179124406726,324.1538825452793,97.95875632473305,East,98.31261330765368,East,86.32749707433733,40.347803478545,102.73748779300008,36.067871094000054,24.80583625899567,-5.581136811878302,8.395845540332928,-1.301204427333353,821.4022723832508,2459.673687313097,FALSE,10.177247404306192,731.5383397059529,10.99079186334105,754.7124353489645,0.8135444590348566,23.174095643011583,5.260252595693807,-111.08832749892169,74.75567654125751,East,98.31261330765368,East,85.7511198018668,31.65092597793922,102.73748779300008,36.067871094000054,25.382213531466192,3.115740688727481,8.395845540332928,-1.301204427333353,821.4022723832508,2471.687888743268,FALSE,TRUE,89.65436393589461,43.901195537019454,110.54412841800008,40.77288818400007,116.70639456430295,SE,150.5529453052842,SE,29.865636064105388,-17.941195537019453,8.975871581999925,-14.812888184000066,3332.9186800725925,1850.1235948046328,FALSE
82,Aythya nyroca,Anseriformes,Jilin,2010,TRUE,123.88,46.01,NT,17.783166885375977,1134,17.875,1205.75,0.09183311462402344,71.75,0.46032087559327306,296.29612966175193,2.027605464659341,281.29802482038195,1.567284589066068,-14.99810484136998,17.414679124406728,909.453870338248,116.41514943579352,Southeast,141.22455261721632,Southeast,86.32749707433733,40.347803478545,101.87292480500008,34.857299805000025,20.105836258995662,-10.505859034100602,4.560408528332914,-5.015355360555624,698.4574334441595,2230.063969828913,FALSE,10.177247404306192,731.5383397059529,11.290147394721403,764.6806372809231,1.1128999904152117,33.142297574970144,7.697752595693807,474.2116602940471,90.4177892466351,East,36.865928304251725,Northeast,85.7511198018668,31.65092597793922,104.553527833,27.679870606000065,20.68221353146619,-1.8089815334948192,1.879805500332992,2.162073838444339,302.85187233382624,2005.4502931254324,FALSE,TRUE,89.65436393589461,43.901195537019454,110.85510253900009,42.60668945300006,72.89741584801851,E,65.46190268816548,NE,34.22563606410539,2.108804462980544,13.02489746099991,3.40331054699994,2678.6008490194695,1097.495885313458,FALSE
83,Branta bernicla,Anseriformes,Anhui,2017,TRUE,117.09,30.75,LC,22.793249130249023,1801,23.52083396911621,1668.8499755859375,0.7275848388671875,-132.1500244140625,24.14169967706586,2530.9167671893847,24.95270403734306,2261.5310204371326,0.8110043602772024,-269.3857467522521,-0.6208657079496476,-862.0667916034472,351.4036294000681,North,126.6015412316084,Southeast,99.32293449187264,14.12466738200948,96.57317414400003,25.391483171000065,-1.7538511585393337,10.59155484021272,0.995909189333247,-0.6752609487778649,123.90752075422633,1285.6068817823827,FALSE,24.14169967706586,2530.9167671893847,24.95270403734306,2261.5310204371326,0.8110043602772024,-269.3857467522521,-0.6208657079496476,-862.0667916034472,351.4036294000681,North,126.6015412316084,Southeast,99.32293449187264,14.12466738200948,96.57317414400003,25.391483171000065,-1.7538511585393337,10.59155484021272,0.995909189333247,-0.6752609487778649,123.90752075422633,1285.6068817823827,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,Branta bernicla,Anseriformes,Henan,2018,TRUE,112.66,34.84,LC,12.836333274841309,699,14.583333015441896,749.6500244140625,1.746999740600586,50.6500244140625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,Branta canadensis,Anseriformes,Heilongjiang,2023,TRUE,124.39,47.03,LC,24.572250366210938,1356,25.23958396911621,1175.625,0.6673336029052734,-180.375,-2.978483309087592,462.1217008171439,-2.796893269843644,475.9741870040154,0.181590039243948,13.852486186871488,28.218067278203804,713.5032991828562,149.00701738648627,Southeast,180,South,88.32293776501695,56.54430117934212,109.17361,44.230712891000046,20.85067223498305,-37.794441179342115,0,-25.480852891000044,2759.1787396890822,4270.340103609858,FALSE,3.593310139504656,595.1076434662384,3.9119605660676697,618.5821088900386,0.31865042656301323,23.47446542380021,21.646273829611555,580.5173565337616,121.41401438817974,Southeast,88.08844191017982,East,78.6511246530743,41.079980752250215,108.69952392400006,18.73547363300003,30.52248534692569,-22.330120752250213,0.474086075999935,0.01438636699997175,45.77589883827519,3838.410587921721,TRUE,TRUE,118.36514009522163,41.02243901885654,119.12064090500007,41.72314650000004,33.73512757846527,NE,33.54713714695737,NE,6.024859904778367,6.007560981143463,5.269359094999928,5.30685349999996,825.903834630058,721.6811446329463,FALSE
86,Branta canadensis,Anseriformes,Liaoning,2020,TRUE,123.8,39.83,LC,19.511083602905273,1333,19.97916603088379,1622.6500244140625,0.4680824279785156,289.6500244140625,7.508695898962841,390.6066654993288,8.239983304226874,391.3850142803747,0.7312874052640321,0.7783487810459633,12.470470131920948,1232.0433589147335,88.18764661288407,East,150.5395445012149,Southeast,54.9305588473829,46.09147133945507,110.54412841800006,40.77288818400007,64.5926811526171,-20.128641339455076,8.979111581999945,-14.810058184000066,1801.848591013249,6568.84046024864,FALSE,15.721726513771614,390.948176714161,16.445336166591144,399.923673950538,0.7236096528195297,8.97549723637701,4.257439517112175,1231.7018476999017,73.2579618947135,East,130.901972752878,Southeast,44.71477208943664,30.04479629608196,115.66022562299098,29.027551505292312,74.80846791056337,-4.0819662960819585,3.863014377009023,-3.0647215052923116,509.7719040164742,7232.700080447848,FALSE,TRUE,118.36514009522163,41.02243901885654,119.41289177500003,40.950855157000035,104.303342348024,E,107.11302942103232,E,5.434859904778364,-1.1924390188565397,4.387108224999949,-1.120855157000037,473.20006143268,386.94639740087183,FALSE
