record_id,species,bl_accepted,bl_match_type,order,province,year,longitude,latitude,bot_has_polygon,year_in_scope,bot_centroid_lon,bot_centroid_lat,bot_nearest_edge_lon,bot_nearest_edge_lat,bot_bearing_from_centroid_deg,bot_direction_8_centroid,bot_bearing_from_nearest_edge_deg,bot_direction_8_nearest_edge,bot_centroid_delta_lon_deg,bot_centroid_delta_lat_deg,bot_edge_delta_lon_deg,bot_edge_delta_lat_deg,bot_distance_to_centroid_km,bot_distance_to_nearest_edge_km,bot_point_inside_range
17,Aviceda jerdoni,Aviceda jerdoni,no_lookup,Accipitriformes,Guangdong,2014,111.44,21.83,TRUE,TRUE,102.10617927817579,22.94851836296398,110.68731689400005,20.156127929000036,95.58731263879451,E,22.63975606191309,NE,9.33382072182421,-1.1185183629639823,0.7526831059999495,1.6738720709999626,976.6959893822466,199.29816885944206,FALSE
18,Aviceda jerdoni,Aviceda jerdoni,no_lookup,Accipitriformes,Hunan,2017,110.88,29.98,TRUE,TRUE,102.10617927817579,22.94851836296398,110.68487548800005,20.156494141000053,46.27615710952813,NE,0.9905294673505409,N,8.773820721824208,7.03148163703602,0.19512451199994985,9.823505858999948,1169.9024606227167,1087.7072834898372,FALSE
19,Aviceda leuphotes,Aviceda leuphotes,no_lookup,Accipitriformes,Gansu,2018,105.63,33.55,TRUE,TRUE,107.03991392224587,26.624799438793104,105.98373573648027,32.83719717475564,350.356883087666,N,337.5443428968822,N,-1.4099139222458774,6.925200561206893,-0.35373573648027445,0.7128028252443599,788.2283403156356,85.52262234573575,FALSE
20,Aviceda leuphotes,Aviceda leuphotes,no_lookup,Accipitriformes,Jiangsu,2006,119.07,32.25,TRUE,TRUE,107.03991392224587,26.624799438793104,115.33248454837273,27.62922521783745,58.89742204383725,NE,34.11020196670546,NE,12.03008607775412,5.625200561206896,3.73751545162726,4.620774782162549,1314.0343890414795,621.1890340813108,FALSE
21,Aviceda leuphotes,Aviceda leuphotes,no_lookup,Accipitriformes,Ningxia,2002,106.31,35.35,TRUE,TRUE,107.03991392224587,26.624799438793104,107.11187492500005,33.30917349900005,356.0824068621566,N,342.248112314961,N,-0.7299139222458706,8.725200561206897,-0.8018749250000496,2.0408265009999482,982.3582809270741,241.5273863394653,FALSE
22,Aviceda leuphotes,Aviceda leuphotes,no_lookup,Accipitriformes,Shanxi,2018,111.38,35.01,TRUE,TRUE,107.03991392224587,26.624799438793104,109.40902473131253,32.812079641196554,22.879578444519325,NE,36.11156002882507,NE,4.340086077754123,8.385200561206894,1.970975268687468,2.1979203588034437,1026.5892267706138,301.36149862724693,FALSE
23,Butastur indicus,Butastur indicus,no_lookup,Accipitriformes,Anhui,2011,116.82,31.47,TRUE,TRUE,125.84469706671639,45.02353897289437,118.31811523400006,39.03808593800005,210.52675862148342,SW,189.62269016906382,S,-9.0246970667164,-13.553538972894373,-1.4981152340000676,-7.568085938000053,1712.363050672141,864.81297685128,FALSE
24,Butastur indicus,Butastur indicus,no_lookup,Accipitriformes,Gansu,2022,105.5,32.98,TRUE,TRUE,125.84469706671639,45.02353897289437,117.88232421900011,39.437683105000076,239.52256446862305,SW,240.91124224657113,SW,-20.344697066716392,-12.043538972894375,-12.382324219000111,-6.457683105000079,2193.9714865948035,1312.698461360187,FALSE
25,Circaetus gallicus,Circaetus gallicus,no_lookup,Accipitriformes,Guangxi,2015,109.05,21.45,TRUE,TRUE,91.64028238619342,44.21042254901951,96.31417144704031,28.138803303895287,142.05537787808908,SE,117.24980964976692,SE,17.409717613806578,-22.760422549019513,12.735828552959688,-6.688803303895288,3003.026070516234,1484.3225675668093,FALSE
26,Circaetus gallicus,Circaetus gallicus,no_lookup,Accipitriformes,Hunan,2022,110.87,29.97,TRUE,TRUE,91.64028238619342,44.21042254901951,108.73529052800006,37.56207275400004,126.65083097933484,SE,166.2382195341968,S,19.229717613806585,-14.240422549019513,2.1347094719999404,-7.592072754000043,2315.631287043554,875.9965623115992,FALSE
27,Circaetus gallicus,Circaetus gallicus,no_lookup,Accipitriformes,Jiangsu,2024,118.95,32.5,TRUE,TRUE,91.64028238619342,44.21042254901951,109.79327392500005,38.12091064500004,109.55138654512717,E,124.22917295128775,SE,27.309717613806583,-11.710422549019512,9.156726074999952,-5.620910645000038,2678.562381255803,1033.4783487335214,FALSE
28,Circus aeruginosus,Circus aeruginosus,no_lookup,Accipitriformes,Gansu,2023,103.47,37.89,TRUE,TRUE,85.76164098157498,46.63765131650498,90.9818572998048,46.37398529052729,117.48765335338538,SE,128.14331213353387,SE,17.708359018425014,-8.747651316504978,12.488142700195198,-8.483985290527286,1741.5998409688866,1394.0413660081078,FALSE
29,Circus aeruginosus,Circus aeruginosus,no_lookup,Accipitriformes,Ningxia,2022,106.26,37,TRUE,TRUE,85.76164098157498,46.63765131650498,90.9818572998048,46.37398529052729,115.04068192471311,SE,124.09349933864905,SE,20.49835901842502,-9.637651316504979,15.278142700195204,-9.373985290527287,1993.3123171722505,1635.7032996761095,FALSE
30,Circus macrourus,Circus macrourus,no_lookup,Accipitriformes,Zhejiang,2021,120.63,27.86,TRUE,TRUE,86.04165897662355,45.33270055080361,90.9818572998048,46.37398529052729,110.64744095748597,E,118.12415523405627,SE,34.588341023376444,-17.47270055080361,29.648142700195194,-18.513985290527287,3590.546706268601,3299.6926385007323,FALSE
31,Circus spilonotus,Circus spilonotus,no_lookup,Accipitriformes,Xinjiang,2015,86.82,47.78,TRUE,TRUE,123.70875834490651,47.05060086234564,110.64128833574772,42.957436776844894,285.4124049602065,W,294.39427477425016,NW,-36.88875834490652,0.7293991376543616,-23.821288335747724,4.822563223155107,2773.609866923661,1926.5024364026096,FALSE
32,Clanga clanga,Clanga clanga,no_lookup,Accipitriformes,Gansu,2014,104.08,35.82,TRUE,TRUE,123.11412489384897,46.57957346586027,121.11309946500012,38.77307331500003,239.70697128704742,SW,262.9809125977148,W,-19.03412489384897,-10.75957346586027,-17.03309946500012,-2.953073315000033,1979.7997566727533,1517.7349980181632,FALSE
33,Elanus caeruleus,Elanus caeruleus,no_lookup,Accipitriformes,Beijing,2013,116.17,39.99,TRUE,TRUE,113.97755675060426,24.512502180757053,119.11608886700003,28.500671387000068,6.262443290522299,N,348.84358937207054,N,2.192443249395737,15.477497819242949,-2.9460888670000287,11.489328612999934,1750.459233056411,1322.0618786847208,FALSE
34,Elanus caeruleus,Elanus caeruleus,no_lookup,Accipitriformes,Gansu,2022,106.71,35.55,TRUE,TRUE,113.97755675060426,24.512502180757053,107.85791015700005,23.37811279300007,332.0724185272393,NW,355.5808901612695,N,-7.267556750604271,11.037497819242944,-1.1479101570000552,12.171887206999926,1416.7119417923009,1366.5858076842223,FALSE
35,Elanus caeruleus,Elanus caeruleus,no_lookup,Accipitriformes,Henan,2013,113.74,33.54,TRUE,TRUE,113.97755675060426,24.512502180757053,118.29571881396299,27.844476203144296,358.7383262056254,N,326.6180352544917,NW,-0.23755675060426995,9.027497819242946,-4.555718813962997,5.695523796855703,1010.2419392923438,759.4243881774146,FALSE
36,Elanus caeruleus,Elanus caeruleus,no_lookup,Accipitriformes,Liaoning,2019,121.14,38.73,TRUE,TRUE,113.97755675060426,24.512502180757053,119.95007324300002,28.500671387000068,21.404957886064494,N,5.209913574692791,N,7.162443249395736,14.217497819242944,1.1899267569999807,10.229328612999929,1730.0120119990534,1157.7761059858688,FALSE
37,Elanus caeruleus,Elanus caeruleus,no_lookup,Accipitriformes,Inner Mongolia,2023,113.83,41.44,TRUE,TRUE,113.97755675060426,24.512502180757053,119.11608886700003,28.500671387000068,359.62009497072995,N,342.96741083560045,N,-0.14755675060426654,16.927497819242944,-5.286088867000032,12.93932861299993,1902.3758853033914,1533.240442070562,FALSE
38,Elanus caeruleus,Elanus caeruleus,no_lookup,Accipitriformes,Shaanxi,2016,109.06,34.44,TRUE,TRUE,113.97755675060426,24.512502180757053,108.63294116427828,23.348272190588638,337.8489894467643,N,1.830041071056769,N,-4.917556750604263,9.927497819242944,0.42705883572172354,11.09172780941136,1207.1180127236605,1140.262501878656,FALSE
39,Elanus caeruleus,Elanus caeruleus,no_lookup,Accipitriformes,Sichuan,2015,101.89,26.47,TRUE,TRUE,113.97755675060426,24.512502180757053,106.61062207726721,22.91455165039862,282.74303610941894,W,310.62424548528026,NW,-12.087556750604264,1.9574978192429455,-4.720622077267208,3.5554483496013773,1232.0570481583384,619.0909591642916,FALSE
40,Elanus caeruleus,Elanus caeruleus,no_lookup,Accipitriformes,Tianjin,2004,117.11,39.17,TRUE,TRUE,113.97755675060426,24.512502180757053,119.11608886700003,28.500671387000068,9.486689419951801,N,351.6706779270865,N,3.1324432493957346,14.657497819242948,-2.006088867000031,10.669328612999934,1671.580638643081,1216.126086722808,FALSE
41,Gypaetus barbatus,Gypaetus barbatus,no_lookup,Accipitriformes,Shaanxi,2023,109.94,36.87,TRUE,TRUE,92.27418502490275,35.870417652076405,108.95219641600005,37.999081431000036,80.7470421951906,E,144.9112635357726,SE,17.66581497509725,0.9995823479235924,0.9878035839999484,-1.1290814310000385,1558.39113376021,152.6861851306829,FALSE
42,Gypaetus barbatus,Gypaetus barbatus,no_lookup,Accipitriformes,Chongqing,2007,107.86,28.98,TRUE,TRUE,92.27418502490275,35.870417652076405,107.2249134596037,31.943737179025856,113.27914067746445,SE,169.37272177998148,S,15.58581497509725,-6.890417652076405,0.6350865403963013,-2.9637371790258555,1635.8105414761992,337.834201125152,FALSE
43,Gyps himalayensis,Gyps himalayensis,no_lookup,Accipitriformes,Guangxi,2013,109.08,21.44,TRUE,TRUE,93.63926237125725,34.86078451249713,102.83334983815857,25.500322624532398,130.66554434940508,SE,124.04420010349486,SE,15.440737628742752,-13.420784512497132,6.24665016184143,-4.060322624532397,2117.359142260162,780.9157374046976,FALSE
44,Gyps himalayensis,Gyps himalayensis,no_lookup,Accipitriformes,Liaoning,2002,121.02,42.05,TRUE,TRUE,93.63926237125725,34.86078451249713,104.98764354944632,38.58354454626236,63.174653661569664,NE,69.06015481284419,E,27.38073762874275,7.189215487502864,16.032356450553678,3.4664554537376375,2474.273834873417,1371.4855114714628,FALSE
45,Gyps tenuirostris,Gyps tenuirostris,no_lookup,Accipitriformes,Yunnan,2020,100.63,23.79,TRUE,TRUE,93.68225572280949,27.165928079075172,96.34546274490891,28.131246740152363,116.76196861625192,SE,137.45686746076325,SE,6.947744277190509,-3.375928079075173,4.284537255091081,-4.341246740152364,791.5497966641242,644.5705818938371,FALSE
46,Haliaeetus leucoryphus,Haliaeetus leucoryphus,no_lookup,Accipitriformes,Yunnan,2009,99.95,27.91,TRUE,TRUE,92.81987527610065,27.653441620121917,96.06802492857192,28.1992352039669,86.01067040606455,E,93.91090473245276,E,7.130124723899357,0.25655837987808283,3.881975071428087,-0.28923520396689995,698.0045200809194,379.94851145923093,FALSE
47,Haliaeetus pelagicus,Haliaeetus pelagicus,no_lookup,Accipitriformes,Jiangsu,2024,120.96,32.76,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,Haliastur indus,Haliastur indus,no_lookup,Accipitriformes,Hunan,2022,110.76,27.25,TRUE,TRUE,115.90057547021904,26.580812126097275,111.79669266880187,25.398886917490618,279.46465442667795,W,333.5734476344427,NW,-5.140575470219034,0.6691878739027253,-1.0366926688018623,1.8511130825093822,513.3039635553677,229.01391614574723,FALSE
49,Hieraaetus pennatus,Hieraaetus pennatus,no_lookup,Accipitriformes,Gansu,2013,94.12,39.88,TRUE,TRUE,101.78463928452942,47.996505132608036,89.59692163191212,48.01431191649001,216.94565670902173,SW,156.58080861461008,SE,-7.6646392845294145,-8.116505132608033,4.52307836808788,-8.134311916490006,1094.4016412378069,979.8463258195338,FALSE
50,Hieraaetus pennatus,Hieraaetus pennatus,no_lookup,Accipitriformes,Hainan,2022,110.35,18.67,TRUE,TRUE,101.78463928452942,47.996505132608036,116.43399592520008,49.447512638329464,163.68107173253077,S,191.18820961837096,S,8.565360715470575,-29.326505132608034,-6.083995925200085,-30.777512638329462,3364.820970673242,3478.008504026165,FALSE
51,Hieraaetus pennatus,Hieraaetus pennatus,no_lookup,Accipitriformes,Henan,2011,112.38,34.6,TRUE,TRUE,101.78463928452942,47.996505132608036,116.43399592520008,49.447512638329464,145.6261184779371,SE,192.87067415727535,S,10.595360715470576,-13.396505132608034,-4.053995925200084,-14.847512638329462,1739.7405463546772,1698.8132394403865,FALSE
52,Hieraaetus pennatus,Hieraaetus pennatus,no_lookup,Accipitriformes,Hunan,2020,110.87,29.97,TRUE,TRUE,101.78463928452942,47.996505132608036,116.43399592520008,49.447512638329464,155.58748216088952,SE,194.26603834846583,S,9.085360715470586,-18.026505132608037,-5.563995925200075,-19.477512638329465,2168.2646282618743,2236.8233613012744,FALSE
53,Hieraaetus pennatus,Hieraaetus pennatus,no_lookup,Accipitriformes,Qinghai,2013,96.37,37.43,TRUE,TRUE,101.78463928452942,47.996505132608036,89.59692163191212,48.01431191649001,202.51802157692634,SW,152.4550314094438,SE,-5.4146392845294145,-10.566505132608036,6.77307836808788,-10.584311916490009,1264.4741479749841,1273.2366335495744,FALSE
54,Hieraaetus pennatus,Hieraaetus pennatus,no_lookup,Accipitriformes,Shaanxi,2020,109.06,34.31,TRUE,TRUE,101.78463928452942,47.996505132608036,116.43399592520008,49.447512638329464,155.69977457185087,SE,202.49944265609298,S,7.275360715470583,-13.686505132608033,-7.373995925200077,-15.137512638329461,1651.543713453925,1802.2365988425295,FALSE
55,Hieraaetus pennatus,Hieraaetus pennatus,no_lookup,Accipitriformes,Xizang,2012,85.35,28.35,TRUE,TRUE,101.78463928452942,47.996505132608036,81.63128662000008,41.57452392600004,218.81653545927577,SW,165.9175831262154,S,-16.434639284529425,-19.646505132608034,3.7187133799999117,-13.224523926000039,2615.9997776006026,1526.554172167695,FALSE
56,Ictinaetus malaiensis,Ictinaetus malaiensis,no_lookup,Accipitriformes,Anhui,2005,117.45,30,TRUE,TRUE,114.42623175282031,26.065100574926685,117.66304473676924,28.257774053270115,33.449160615235996,NE,353.95454256690687,N,3.0237682471796887,3.934899425073315,-0.21304473676923408,1.742225946729885,529.2468766671569,196.00228342959795,FALSE
57,Ictinaetus malaiensis,Ictinaetus malaiensis,no_lookup,Accipitriformes,Shandong,2021,118.62,36.2,TRUE,TRUE,114.42623175282031,26.065100574926685,118.28072209949065,28.27491053234338,18.44685975206778,N,1.9847897344644139,N,4.19376824717969,10.134899425073318,0.3392779005093587,7.925089467656623,1204.3749488993492,892.3402097690199,FALSE
58,Lophotriorchis kienerii,Lophotriorchis kienerii,no_lookup,Accipitriformes,Xizang,2019,95.35,29.45,TRUE,TRUE,103.28588698299546,22.29405335683577,95.56591796900005,28.235107421000066,316.73460145918267,NW,351.2031989386839,N,-7.93588698299547,7.155946643164228,-0.21591796900005988,1.2148925789999332,1122.0376862168876,137.55935559269085,FALSE
59,Neophron percnopterus,Neophron percnopterus,no_lookup,Accipitriformes,Xinjiang,2012,75.25,39.92,TRUE,TRUE,78.14264817918313,41.45235406235209,75.25,39.92,236.01152937746377,SW,0,N,-2.8926481791831264,-1.5323540623520913,0,0,296.2988682960793,0,TRUE
60,Nisaetus nipalensis,Nisaetus nipalensis,no_lookup,Accipitriformes,Gansu,2006,104.71,32.93,TRUE,TRUE,106.33108418769226,26.08405604031533,104.80309225023682,32.87458773265264,348.7478777906894,N,305.36034327761956,NW,-1.6210841876922615,6.845943959684671,-0.09309225023682188,0.05541226734735716,782.5176328973038,10.565924041532028,FALSE
61,Nisaetus nipalensis,Nisaetus nipalensis,no_lookup,Accipitriformes,Guizhou,2018,105.83,28.12,TRUE,TRUE,106.33108418769226,26.08405604031533,105.43211755500005,26.184628778000047,347.75554745623015,N,10.276132296325954,N,-0.5010841876922569,2.0359439596846727,0.39788244499995074,1.9353712219999544,232.1996107521233,218.98344149425532,FALSE
62,Pernis ptilorhynchus,Pernis ptilorhynchus,no_lookup,Accipitriformes,Tianjin,2001,117.82,39.33,TRUE,TRUE,119.0536657640627,42.43332455431275,120.09073720134312,40.09143976042814,197.13498531761735,S,247.17611517491895,SW,-1.2336657640627067,-3.1033245543127492,-2.270737201343124,-0.7614397604281393,364.7072432612755,209.84462593766852,FALSE
63,Spilornis cheela,Spilornis cheela,no_lookup,Accipitriformes,Heilongjiang,2010,124.56,47.08,TRUE,TRUE,108.94762486324332,25.377996450437582,120.95367431700004,30.51611328200005,25.715228970584803,NE,8.52459904328532,N,15.612375136756683,21.702003549562416,3.606325682999966,16.56388671799995,2793.5418188015847,1889.7249752557098,FALSE
64,Spilornis cheela,Spilornis cheela,no_lookup,Accipitriformes,Shanghai,2015,121.97,30.89,TRUE,TRUE,108.94762486324332,25.377996450437582,121.95213990505292,30.18267822300004,61.3806287648697,NE,1.2413584011770809,N,13.02237513675668,5.512003549562419,0.01786009494708196,0.7073217769999616,1408.8462229424217,79.45606396217723,FALSE
65,Aix galericulata,Aix galericulata,no_lookup,Anseriformes,Xizang,2021,91.18,29.65,TRUE,TRUE,126.68688872494582,45.135435858261836,120.12455812166026,23.61308299337043,253.19407263577108,W,289.4651184402573,W,-35.50688872494581,-15.485435858261837,-28.94455812166025,6.036917006629569,3518.1348213726083,2934.629253661641,FALSE
66,Aix galericulata,Aix galericulata,no_lookup,Anseriformes,Xinjiang,2015,82.94,37.26,TRUE,TRUE,126.68688872494582,45.135435858261836,120.99371337700006,44.52728271600006,272.03728057821706,W,269.0820972080638,W,-43.74688872494582,-7.875435858261838,-38.053713377000065,-7.267282716000061,3688.238845003404,3239.1498741582154,FALSE
67,Anas carolinensis,Anas carolinensis,no_lookup,Anseriformes,Shandong,2023,119.43,35.37,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,Anser albifrons,Anser albifrons,no_lookup,Anseriformes,Gansu,2019,105.76,33,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,Anser anser,Anser anser,no_lookup,Anseriformes,Hainan,2009,110.58,19.9,TRUE,TRUE,106.47204618504745,46.09325035297799,103.68591308600008,41.60412597700008,171.28968482491734,S,162.83037777317054,S,4.107953814952552,-26.19325035297799,6.894086913999914,-21.704125977000082,2954.1047064028817,2511.1275372295822,FALSE
70,Anser caerulescens,Anser caerulescens,no_lookup,Anseriformes,Guizhou,2023,104.22,26.86,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Anser caerulescens,Anser caerulescens,no_lookup,Anseriformes,Jilin,2001,122.07,44.9,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,Anser caerulescens,Anser caerulescens,no_lookup,Anseriformes,Liaoning,2017,122.27,40.7,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,Anser caerulescens,Anser caerulescens,no_lookup,Anseriformes,Shandong,1997,118.98,37.77,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,Anser erythropus,Anser erythropus,no_lookup,Anseriformes,Yunnan,2004,100.08,26.73,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,Anser fabalis,Anser fabalis,no_lookup,Anseriformes,Xizang,2016,95.83,29.27,TRUE,TRUE,125.26622536510054,48.967829977502724,88.05030640774426,48.73334732721016,239.54153997283333,SW,160.15446267802588,S,-29.43622536510054,-19.697829977502725,7.7796935922557395,-19.463347327210162,3317.9814615490595,2284.1145382649474,FALSE
76,Anser indicus,Anser indicus,no_lookup,Anseriformes,Henan,2019,111.13,34.77,TRUE,TRUE,85.81920851578286,36.64643112960295,102.73748779300007,36.067871094000054,87.66439347695729,E,98.29098084142328,E,25.310791484217134,-1.876431129602949,8.392512206999925,-1.297871094000051,2252.7265032123205,762.4599631434397,FALSE
77,Anser indicus,Anser indicus,no_lookup,Anseriformes,Chongqing,2006,106.43,29.84,TRUE,TRUE,85.81920851578286,36.64643112960295,101.87292480500008,34.857299805000025,105.62126504892564,E,141.2561658353378,SE,20.610791484217145,-6.806431129602952,4.557075194999925,-5.017299805000025,2034.1313554017167,705.2380976342198,FALSE
78,Asarcornis scutulata,Asarcornis scutulata,no_lookup,Anseriformes,Yunnan,2019,97.57,24.72,TRUE,TRUE,93.56243717696101,27.523274686450023,96.32291959406663,28.1360465679845,127.02418438023608,SE,161.61588184588345,S,4.007562823038981,-2.803274686450024,1.2470804059333602,-3.416046567984502,506.57710607537155,399.6422205257812,FALSE
79,Aythya collaris,Aythya collaris,no_lookup,Anseriformes,Shandong,2014,120.08,36.25,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,Aythya fuligula,Aythya fuligula,no_lookup,Anseriformes,Hainan,2006,109.17,18.75,TRUE,TRUE,118.95369585129139,47.837837389934016,111.52820031282772,44.23071289100005,198.6798705630085,S,185.18175701926222,S,-9.783695851291384,-29.087837389934016,-2.3582003128277194,-25.480712891000053,3366.398344458901,2855.3271026432126,FALSE
81,Aythya nyroca,Aythya nyroca,no_lookup,Anseriformes,Fujian,2004,119.52,25.96,TRUE,TRUE,89.65436393589461,43.901195537019454,110.54412841800007,40.77288818400007,116.70639456430297,SE,150.5529453052842,SE,29.865636064105388,-17.941195537019453,8.975871581999925,-14.812888184000066,3332.9186800725925,1850.1235948046328,FALSE
