record_id,species,order_raw,order_cn,province_cn,province_en_raw,year,year_in_scope,iucn_raw,discover_cause_raw,discovery_method_raw,longitude,latitude,order,province,iucn,discover_reason,discovery_method,paper_id,species_cn,english_name,naming_time,identity_source,identity_change_flag,duplicate_group_size,keep_record,coord_status,family,discovery_sites,habitat,altitude,migratory_status,china_red_list,endemic,source_title,source_journal,source_authors,doi,link
515,Fringilla coelebs,PASSERIFORMES,PASSERIFORMES,NA,Jiangsu,2023,TRUE,LC,Range Shift,Field Observation and Photography,120.24,31.51,Passeriformes,Jiangsu,LC,Range shift or distribution change,Field Observation and Photography,"New Bird Records in Jiangsu Province: Fringilla coelebs, Cyornis glaucicomans and Phylloscopus borealoides",苍头燕雀,Common Chaffinch,NA,raw_table,FALSE,1,TRUE,valid,Fringillidae,"Baojie Mountain Forest Park, Binhu District, Wuxi, Jiangsu Province, China",Grassland/Shrubland,18m,Full Migrant,LC,NO,"New Bird Records in Jiangsu Province: Fringilla coelebs, Cyornis glaucicomans and Phylloscopus borealoides",Environmental Monitoring and Forewarning,Yang Qingqing; Zhou Haiqi; Feng Jianming; Li Ping; Su Tao; Li Shangjing; Wang Ziwei; Bao Haoran,10.3969/j.issn.1674-6732.2024.05.030,https://kns.cnki.net/kcms2/article/abstract?v=x5ZT7qxuO_p2RlPT16ahGmtIH43V55huHjh4SPKa3CNpNpidgbfM0GlfWopPEZCQscD3ji30QuVOhQib5IR61mK8452YO8A0g4EhgfkxFNSbljvcg_TYD0Fvvmhlc0r0uiIr2P4y1_fPrmg2aMcBmCmlppDmobIieJCaX9O9LhMzNBWo8A13bLLpQQYCQTgz&uniplatform=NZKPT&language=CHS
516,Fringilla coelebs,PASSERIFORMES,PASSERIFORMES,NA,Qinghai,2015,TRUE,LC,NA,Field Observation and Photography,102.23,37.16,Passeriformes,Qinghai,LC,Other,Field Observation and Photography,"Seven New Bird Records of Qinghai Province, China",苍头燕雀,Common Chaffinch,NA,raw_table,FALSE,1,TRUE,valid,Fringillidae,"Haomen River Pan, Zhugu Township, Menyuan County, Qinghai Province, China",Rivers/Lakes/Water Bodies,1 500 m,Full Migrant,LC,NO,"Seven New Bird Records of Qinghai Province, China",Chinese Journal of Zoology,Xi Wenjing; Wang Xiaojiong; Wang Jianting; Wang Xuguang; Ma Cunxin; Dan Zhicuo; Chen Zhenning,10.13859/j.cjz.201706017,https://link.cnki.net/doi/10.13859/j.cjz.201706017
517,Fringilla coelebs,PASSERIFORMES,PASSERIFORMES,NA,Yunnan,2016,TRUE,LC,NA,Field Observation and Photography,98.74,25.27,Passeriformes,Yunnan,LC,Other,Field Observation and Photography,Chaffinch Found in Yunnan Province,苍头燕雀,Common Chaffinch,NA,raw_table,FALSE,1,TRUE,valid,Fringillidae,"Fishpond, Xingfeng Village, Zhenhai District, Yunnan Province, China",Mountain Habitat,"1439 m,1439m,1442m",Full Migrant,LC,NO,Chaffinch Found in Yunnan Province,Chinese Journal of Zoology,Zheng Xi; Li Shaoming; Huang Xiangyuan; Li Fei,10.13859/j.cjz.201703026,NA
518,Fringilla montifringilla,PASSERIFORMES,PASSERIFORMES,NA,Ningxia,2010,TRUE,LC,Range Shift,Specimen Collection,106.63,38.55,Passeriformes,Ningxia,LC,Range shift or distribution change,Specimen Collection,4 new bird record in Ningxia,燕雀,Brambling,NA,raw_table,FALSE,1,TRUE,valid,Fringillidae,"Landscaped Woodland (Ma'anshan), Near Yinchuan Hedong Airport, Ningxia, China; Landscaped Woodland Behind Office Building, Hedong Airport, Ningxia, China; Small Woodland West Of Bird Island, Shahu 5A National Tourist Area, Pingluo County, Ningxia, China",Coastal/Marine Habitat,"1131 m,1122m",Full Migrant,LC,NO,4 new bird record in Ningxia,Journal of Agricultural Sciences,Du Tiankui; Ma Jinfeng,NA,https://kns.cnki.net/kcms2/article/abstract?v=x5ZT7qxuO_pV3BQMS2-w7nJxqB_Fhp-tp0lF8XUlfvetRZ-vcVZizU6M23s35Gd2YkEVgeLM1Wk8z8iVCQuE9YzzYf5ip7O_nwRtUlmAIeCtTxytaFxdTfJ9yYsMYYKyAtljY0ewuaQR3cbdVE5WidEGaMuBGEXdT82FvtF56cO7wCLOB6qrRA==&uniplatform=NZKPT&language=CHS
519,Linaria cannabina,PASSERIFORMES,PASSERIFORMES,NA,Inner Mongolia,2019,TRUE,LC,Range Shift,Field Observation and Photography,105.88,38.98,Passeriformes,Inner Mongolia,LC,Range shift or distribution change,Field Observation and Photography,New Bird Records in Western Inner Mongolia Autonomous Region and Ningxia Hui Autonomous Region,赤胸朱顶雀,Common Linnet,NA,raw_table,FALSE,1,TRUE,valid,Fringillidae,"Halawu Gully Mouth, Helan Mountain, Alxa Left Banner, Inner Mongolia, China",NA,NA,Full Migrant,LC,NO,New Bird Records in Western Inner Mongolia Autonomous Region and Ningxia Hui Autonomous Region,Sichuan Journal of Zoology,Wang Zhifang; Han Jiawen; Xiao Min; Bai Yuxi; Zhu Dongning; Bai Xiaolong; Wei Hong; Liang Bin; Yang Guisheng,NA,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPULaevfwHJT5Cd2UzmPQa47dDoqOPeDTUd5nk80HBvXQw9egR0HHrKUP1-99_aqhrpAKVVc4VuzB7HDFqboDLgKLF_bomc8gpOyEUJbEN5i81WUg3cT5wqhk44q6EBc51dDiliQxnb61a621_jJgeqMcRADvRbsZNdsQ9oCoYcI9rA==&uniplatform=NZKPT&language=CHS
520,Loxia curvirostra,PASSERIFORMES,PASSERIFORMES,NA,Hubei,2019,TRUE,LC,NA,Field Observation and Photography,110.58,32.1,Passeriformes,Hubei,LC,Other,Field Observation and Photography,Bird Record from Hubei Province,红交嘴雀,Red Crossbill,NA,raw_table,FALSE,1,TRUE,valid,Fringillidae,"Yemahe–Airport Road, Shennongjia, Hubei Province, China",Forest,812 m,Not a Migrant,LC,NO,Bird Record from Hubei Province,Chinese Journal of Zoology,Yu Jie; Wang Yao; Yu Jundi; Zhou Youbing,10.13859/j.cjz.202320309,NA
521,Mycerobas affinis,PASSERIFORMES,PASSERIFORMES,NA,Shandong,2009,TRUE,LC,Range Shift,Field Observation and Photography,119.22,37.27,Passeriformes,Shandong,LC,Range shift or distribution change,Field Observation and Photography,Mycerobas affinis Found in Shandong Province,黄颈拟蜡嘴雀,Collared Grosbeak,NA,raw_table,FALSE,1,TRUE,valid,Fringillidae,"Coastal Shelter Forest, Sanshan Island, Laizhou, Shandong Province, China",Coastal/Marine Habitat,NA,Altitudinal Migrant,LC,NO,Mycerobas affinis Found in Shandong Province,Chinese Journal of Zoology,Zhang Xixian,10.13859/j.cjz.2009.05.013,NA
522,Mycerobas affinis,PASSERIFORMES,PASSERIFORMES,NA,Shaanxi,2014,TRUE,LC,Range Shift,Field Observation and Photography,107.78,33.93,Passeriformes,Shaanxi,LC,Range shift or distribution change,Field Observation and Photography,New Bird Records in Shaanxi Province,黄颈拟蜡嘴雀,Collared Grosbeak,NA,raw_table,FALSE,1,TRUE,valid,Fringillidae,"Yaowangdian, Tai Baishan National Nature Reserve, Shaanxi Province, China",NA,3135 m,Altitudinal Migrant,LC,NO,New Bird Records in Shaanxi Province,Sichuan Journal of Zoology,Luo Lei; Han Ning; Zhang Hong; Hou Yubao; Gao Xuebin,NA,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUJxvkYmXw_8i3_Edupi9oXBlnZs-nQq_Ji3Mb74F6kALPq_nrItUW5P8lVq-u1DhqcNRArKOLf2GRryZSdpW00uXS9_amYdaSgjUp4ClHYyCR3L0c22ccjkhm21IC3vv5UpE5N-OkyCpDme1pVE_vTVOhsME1hqnWkX53bGUe7IRg==&uniplatform=NZKPT&language=CHS
523,Mycerobas carnipes,PASSERIFORMES,PASSERIFORMES,NA,Henan,2021,TRUE,LC,NA,Infrared Camera Record,110.38,34.38,Passeriformes,Henan,LC,Other,Infrared Camera Record,"Temminck’s Tragopan (Tragopan temminckii) and White-winged Grosbeak (Mycerobas carnipes) Found in Henan Xiaoqinling National Nature Reserve, Henan Province, China",白斑翅拟蜡嘴雀,White-Winged Grosbeak,NA,raw_table,FALSE,1,TRUE,valid,Fringillidae,"Xiaoqinling National Nature Reserve, Henan Province, China",NA,71 m,Altitudinal Migrant,LC,NO,"Temminck’s Tragopan (Tragopan temminckii) and White-winged Grosbeak (Mycerobas carnipes) Found in Henan Xiaoqinling National Nature Reserve, Henan Province, China",Chinese Journal of Zoology,Ke Can; Gu Ziwen; Zhang Yafang; Zhu Yanjun; Dong Shuaiwei; Li Dongwei; Chen Xiaohong,10.13859/j.cjz.202104018,NA
524,Pyrrhula erythaca,PASSERIFORMES,PASSERIFORMES,NA,Hunan,2011,TRUE,LC,Range Shift,Field Observation and Photography,110.65,30.03,Passeriformes,Hunan,LC,Range shift or distribution change,Field Observation and Photography,New Records of 3 Bird Species in Hunan Province,灰头灰雀,Grey-Headed Bullfinch,NA,raw_table,FALSE,1,TRUE,valid,Fringillidae,"Youzhawan, Jiangping Branch, Hupingshan Nature Reserve, Hunan Province, China",Forest,1140 m;1245 m,Altitudinal Migrant,LC,NO,New Records of 3 Bird Species in Hunan Province,Chinese Journal of Zoology,Kang Zujie; Yang Daode; Deng Xuejian,10.13859/j.cjz.2011.03.012,https://link.cnki.net/doi/10.13859/j.cjz.2011.03.012
525,Pyrrhula nipalensis,PASSERIFORMES,PASSERIFORMES,NA,Henan,2023,TRUE,LC,Range Shift,Field Observation and Photography,111.93,33.5,Passeriformes,Henan,LC,Range shift or distribution change,Field Observation and Photography,New Bird Distribution Record of Pyrrhula Nipalensis in Henan Province,褐灰雀,Brown Bullfinch,NA,raw_table,FALSE,1,TRUE,valid,Fringillidae,"Yulongtan, Baotianman Nature Reserve, Neixiang County, Nanyang, Henan Province, China",NA,1229 m,Not a Migrant,LC,NO,New Bird Distribution Record of Pyrrhula Nipalensis in Henan Province,Journal of Henan Forestry Science and Technology,Yan Manyu; Chen Liangfu; Liu Xiaojing; Xie Wanhui; Yang Ying; Fan Xiaokang; Zhang Huiping; Liang Zian,NA,https://kns.cnki.net/kcms2/article/abstract?v=x5ZT7qxuO_ox9DwJ42BgxpLJbwmyjKgwWW--hM35MZeIypxX1_ZyjV4GGYeBpGCldcjKpMRiPAAfLv1t-zodPYiOfhODHIx_679OrerenzWVIWC0rbVOFYKB0Sn57dKSZ4ELQMm0ISQ1N6FT_rHrWu6MHqCza21tIWK7y0T5bL1BZk4L_2OfbQ==&uniplatform=NZKPT&language=CHS
526,Pyrrhula nipalensis,PASSERIFORMES,PASSERIFORMES,NA,Hunan,2010,TRUE,LC,Range Shift,Field Observation and Photography,110.67,30.05,Passeriformes,Hunan,LC,Range shift or distribution change,Field Observation and Photography,New Records of 3 Bird Species in Hunan Province,褐灰雀,Brown Bullfinch,NA,raw_table,FALSE,1,TRUE,valid,Fringillidae,"Nanping Branch Station Hupingshan, Hupingshan National Nature Reserve, Hunan Province, China; Jiangping Branch Station Shinianzigou, Hunan Province, China",NA,1566 m;439 m,Not a Migrant,LC,NO,New Records of 3 Bird Species in Hunan Province,Chinese Journal of Zoology,Kang Zujie; Yang Daode; Deng Xuejian,10.13859/j.cjz.2011.03.012,https://link.cnki.net/doi/10.13859/j.cjz.2011.03.012
527,Pyrrhula nipalensis,PASSERIFORMES,PASSERIFORMES,NA,Shaanxi,2010,TRUE,LC,Range Shift,Field Observation and Photography,109.51,31.95,Passeriformes,Shaanxi,LC,Range shift or distribution change,Field Observation and Photography,New Bird Record of Pyrrhula nipalensis in Shaanxi Province,褐灰雀,Brown Bullfinch,NA,raw_table,FALSE,1,TRUE,valid,Fringillidae,"Bapishan Protection Site, Shangzhu Protection Station, Hualongshan National Nature Reserve, Shaanxi Province, China; Hongxing Village, Niutoudian Town, Zhenping County, Shaanxi Province, China; Xiamadong, Shangzhu Township, Shaanxi Province, China; Bapishan, Shaanxi Province, China; Hongxing Village, Zengjia Town, Shaanxi Province, China",Forest,1390 m; 1300~1600 m,Not a Migrant,LC,NO,New Bird Record of Pyrrhula nipalensis in Shaanxi Province,Chinese Journal of Wildlife,Long Daxue; Wang Weidong; Li Yang; Yu Xiaoping,10.19711/j.cnki.issn2310-1490.2010.06.014,https://link.cnki.net/doi/10.19711/j.cnki.issn2310-1490.2010.06.014
528,Pyrrhula pyrrhula,PASSERIFORMES,PASSERIFORMES,NA,Qinghai,2023,TRUE,LC,Range Shift,Field Observation and Photography,90.86,38.26,Passeriformes,Qinghai,LC,Range shift or distribution change,Field Observation and Photography,New Bird Records in Qinghai Province,红腹灰雀,Eurasian Bullfinch,NA,raw_table,FALSE,1,TRUE,valid,Fringillidae,"Nanyishan Road, Mangya, Haixi Mongolian And Tibetan Autonomous Prefecture, Qinghai Province, China",Forest,2905.5 m,Full Migrant,LC,NO,New Bird Records in Qinghai Province,Wetland Science & Management,Wang Zhenying; Wang Xiaojiong; Dan Zhicuo; Zhang Xiangjun; Chen Zhenning,10.3969/j.issn.1673-3290.2025.02.16,https://kns.cnki.net/kcms2/article/abstract?v=x5ZT7qxuO_rhrLVqCMlKDJUIkJxazABTzHwL22Ybwk2OGeMvDY87MEttBfD1MLbgsQVE1jAbUNGI6avdXPIycKnFpFa1nETeCmHx5PiAMqN6-5V9LEewB-kMtHfh3pMM2l_dKiBWNjdRmhDDjR87XvLmspvI-ca0Bf42bsFfkXiU-GRfFZ8hyy9QLJ5lMWQe&uniplatform=NZKPT&language=CHS
529,Rhodospiza obsoleta,PASSERIFORMES,PASSERIFORMES,NA,Shaanxi,2010,TRUE,LC,Range Shift,Field Observation and Photography,109.74,38.25,Passeriformes,Shaanxi,LC,Range shift or distribution change,Field Observation and Photography,"Trumpeter Finch Observed in Yulin, Shaanxi",巨嘴沙雀,Desert Finch,NA,raw_table,FALSE,1,TRUE,valid,Fringillidae,"Agricultural Ecological Demonstration Garden, Yulin, Shaanxi Province, China",Forest,1072 m,Not a Migrant,NA,NO,"Trumpeter Finch Observed in Yulin, Shaanxi",Chinese Journal of Zoology,Xiao Hong; Wang Zhongqiang; Wang Qingxiong,10.13859/j.cjz.2010.03.012,NA
530,Spinus spinus,PASSERIFORMES,PASSERIFORMES,NA,Xinjiang,2010,TRUE,LC,Range Shift,Field Observation and Photography,91.25,40.63,Passeriformes,Xinjiang,LC,Range shift or distribution change,Field Observation and Photography,The Record of Birds in the Lop Nur Wild Camel National Nature Reserve,黄雀,Eurasian Siskin,NA,raw_table,FALSE,1,TRUE,valid,Fringillidae,"Luotuoquan, Xinjiang, China",Artificial Habitat,NA,Full Migrant,LC,NO,The Record of Birds in the Lop Nur Wild Camel National Nature Reserve,Chinese Journal of Zoology,Ma Ming; Cheng Yun; Chen Ying; Ding Peng; Yuan Guoying; Yu Zhangyu; Yu Liweidong; Yu Sagenguli,10.13859/j.cjz.2011.05.016,NA
531,Cecropis daurica,PASSERIFORMES,PASSERIFORMES,NA,Xinjiang,2013,TRUE,LC,Range Shift,Bird Survey,88.16,39.03,Passeriformes,Xinjiang,LC,Range shift or distribution change,Bird Survey,Survey of Avifauna in Kunlun and Altun Mountains,金腰燕,Red-Rumped Swallow,NA,raw_table,FALSE,1,TRUE,valid,Hirundinidae,"Altun Mountains National Nature Reserve, Xinjiang, China",Artificial Habitat,NA,Full Migrant,LC,NO,Survey of Avifauna in Kunlun and Altun Mountains,Chinese Journal of Zoology,Ma Ming; Zhang Tong; Zhang Huibin; Zhang Xiang; Chen Ying; Li Weidong; Liu Ming; Ding Peng; Xu Feng; Maierdan Tuergan,10.13859/j.cjz.2013.01.014,NA
532,Cecropis striolata,PASSERIFORMES,PASSERIFORMES,NA,Chongqing,2021,TRUE,LC,Range Shift,Field Observation and Photography,108.79,30.69,Passeriformes,Chongqing,LC,Range shift or distribution change,Field Observation and Photography,"Cecropisstriolata stanfordi, Hirundo rustica Found in Chongqing",斑腰燕,Red-rumped Swallow,NA,raw_table,FALSE,1,TRUE,valid,Hirundinidae,"Qiyaoshan Nature Reserve, Yunyang County, Chongqing, China",Mixed Habitat,900 m,Full Migrant,LC,NO,"Cecropisstriolata stanfordi, Hirundo rustica Found in Chongqing",Chinese Journal of Zoology,Deng Huaiqing; Peng Dong; Huang Heqing; Ji Chengnan; Lei Bo; Duan Qiuyan; Zhou Jiang,10.13859/j.cjz.202321308,https://link.cnki.net/doi/10.13859/j.cjz.202321308
533,Delichon dasypus,PASSERIFORMES,PASSERIFORMES,NA,Henan,2016,TRUE,LC,NA,Field Observation and Photography,111.88,33.48,Passeriformes,Henan,LC,Other,Field Observation and Photography,New Bird Records in Henan Province,烟腹毛脚燕,Asian House Martin,NA,raw_table,FALSE,1,TRUE,valid,Hirundinidae,"Village House Front, Getiaopa Village, Baotianman National Nature Reserve, Neixiang County, Henan Province, China",NA,630 m,Full Migrant,LC,NO,New Bird Records in Henan Province,Chinese Journal of Wildlife,Guo Ling; Liu Bingxu; Liang Zian; Wang Hengrui; Li Quanxin; Zhang Jianhua; Li Jinping; Ma Xiaofeng; Zhao Wenzhen,10.19711/j.cnki.issn2310-1490.2018.03.049,https://link.cnki.net/doi/10.19711/j.cnki.issn2310-1490.2018.03.049
534,Hirundo rustica,PASSERIFORMES,PASSERIFORMES,NA,Hainan,2018,TRUE,LC,NA,Field Observation and Photography,112.34,16.84,Passeriformes,Hainan,LC,Other,Field Observation and Photography,House Sparrow Found in Hainan Province,家燕,Barn Swallow,NA,raw_table,FALSE,1,TRUE,valid,Hirundinidae,"Yongxing Island, Sansha, Hainan Province, China",NA,2517m,Full Migrant,LC,NO,House Sparrow Found in Hainan Province,Chinese Journal of Zoology,Jia Chenxi; Liu Zhenjiang; Jiang Zhiyong; Xiong Ying; Song Gang; Lei Fumin,10.13859/j.cjz.202206019,NA
535,Hirundo smithii,PASSERIFORMES,PASSERIFORMES,NA,Guangdong,2024,TRUE,LC,Range Shift,Field Observation and Photography,110.34,20.83,Passeriformes,Guangdong,LC,Range shift or distribution change,Field Observation and Photography,New Bird Record of Hirundo smithii in Guangdong Province,线尾燕,Wire-Tailed Swallow,NA,raw_table,FALSE,1,TRUE,valid,Hirundinidae,"Northern Salt-Marsh Wetland, Longzi Village, Dongli Town, Leizhou, Guangdong Province, China",Wetland,2 m,Full Migrant,VU,NO,New Bird Record of Hirundo smithii in Guangdong Province,Wetland Science & Management,Li Zhihan; Han Wanshi; Huang Yuliang; Liu Yiming,10.3969/j.issn.1673-3290.2025.03.17,https://kns.cnki.net/kcms2/article/abstract?v=x5ZT7qxuO_rs7TautH09Uvcz8t1kBwXGON_b99nRtU6dLyX4wl6KA7vBbF0IUieHTqnV9_Y4TePnQezO0L8AOAlK7K0772WDkxZNNsYkeJYeIxPntJiUFHLAAhTRh0h6OuHUbfYsmFFoNkLHXEjIF0vtslWeJOVU47ykB7krrQFgAzxaxk7kafvKOfceKsNs&uniplatform=NZKPT&language=CHS
536,Ptyonoprogne rupestris,PASSERIFORMES,PASSERIFORMES,NA,Hubei,2017,TRUE,LC,NA,Field Observation and Photography,113.69,29.4,Passeriformes,Hubei,LC,Other,Field Observation and Photography,Ptyonoprogne rupestris Found in Hubei Province,岩燕,Eurasian Crag Martin,NA,raw_table,FALSE,1,TRUE,valid,Hirundinidae,"Sanxiantan, Main Peak Vicinity, Yaogu Mountain, Daping Township, Tongcheng County, Hubei Province, China",Forest,3 287 m,Full Migrant,LC,NO,Ptyonoprogne rupestris Found in Hubei Province,Chinese Journal of Zoology,Zhao Shidong; Zhang Kun; Zhang Jing; Yang Xiaojing,10.13859/j.cjz.202321075,https://link.cnki.net/doi/10.13859/j.cjz.202321075
537,Ptyonoprogne rupestris,PASSERIFORMES,PASSERIFORMES,NA,Jiangsu,2021,TRUE,LC,NA,Field Observation and Photography,120.48,31.3,Passeriformes,Jiangsu,LC,Other,Field Observation and Photography,"New Bird Records in Jiangsu Province: Emberiza siemsseni, Ptyonoprogne rupestris, Macropygia unchall, Oenanthe oenanthe, Muscicapa muttui, Pericrocotus ethologus",岩燕,Eurasian Crag Martin,NA,raw_table,FALSE,1,TRUE,valid,Hirundinidae,"Summit Of Lianhua Peak, Tianchishan Scenic Area, Huqiu District, Suzhou, Jiangsu Province, China",Forest,2127 m,Full Migrant,LC,NO,"New Bird Records in Jiangsu Province: Emberiza siemsseni, Ptyonoprogne rupestris, Macropygia unchall, Oenanthe oenanthe, Muscicapa muttui, Pericrocotus ethologus",Chinese Journal of Wildlife,Ye Lin; Gao Guofu; Zhou Minjun; Qian Qingqi; Chen Cheng; Su Shengbo; Lu Yaping; Wang Yongxiang; Zhang Manling; Zheng Wei; Bao Haoran,10.12375/ysdwxb.20240426,https://link.cnki.net/urlid/23.1587.S.20240522.1113.004
538,Riparia riparia,PASSERIFORMES,PASSERIFORMES,NA,Hainan,2006,TRUE,LC,Range Shift,Field Observation and Photography,110.01,19.97,Passeriformes,Hainan,LC,Range shift or distribution change,Field Observation and Photography,"Twelve new bird records for Hainan Island, China",崖沙燕,Collared Sand Martin,NA,raw_table,FALSE,1,TRUE,valid,Hirundinidae,"Dongzhai Port, Hainan Province, China; Qiong, Hainan Province, China",NA,NA,Full Migrant,LC,NO,"Twelve new bird records for Hainan Island, China",Journal of Hainan Normal College (Natural Science),Liang Wei; Lu Gang; Yang Canchao; Huang Zhongqi,NA,https://kns.cnki.net/kcms2/article/abstract?v=x5ZT7qxuO_qzCwPmEmJ9GOpla26fQj_UIqgg14UubGv_vsKJM_sKnzHE82K9lbJ5LclRn1dumXaBZEE5dyQgbUy3aSF9AvF7Q13VFR98Wn_YSil_2xfomyU_s-SK3xJ5VTlDCbQxUBqbVDn-TRuLgoNzjdmP7iXr3uONw_f9pc9z-12mUbIN3w==&uniplatform=NZKPT&language=CHS
539,Lanius borealis,PASSERIFORMES,PASSERIFORMES,NA,Tibet,2020,TRUE,LC,Range Shift,Field Observation and Photography,97.84,29.67,Passeriformes,Xizang,LC,Range shift or distribution change,Field Observation and Photography,Discovery of the Great Grey Shrike in Qamdo and the Distribution of Shrike Birds in Tibet,灰伯劳,Northern Grey Shrike,NA,raw_table,FALSE,1,TRUE,valid,Laniidae,"Meiyucaoyuan, Meiyu Township, Zuogong County, Tibet, China",Mixed Habitat,4062 m,Full Migrant,LC,NO,Discovery of the Great Grey Shrike in Qamdo and the Distribution of Shrike Birds in Tibet,Plateau Agriculture,Liu Shansi,10.19707/j.cnki.jpa.2022.06.006,https://link.cnki.net/doi/10.19707/j.cnki.jpa.2022.06.006
540,Lanius collurioides,PASSERIFORMES,PASSERIFORMES,NA,Sichuan,2014,TRUE,LC,NA,Field Observation and Photography,101.53,26.65,Passeriformes,Sichuan,LC,Other,Field Observation and Photography,"Burmese Shrike Lanius collurioides Observed in Panzhihua, Sichuan Province",栗背伯劳,Burmese Shrike,NA,raw_table,FALSE,1,TRUE,valid,Laniidae,"Zhulinpo Village, Geliping Town, Xi District, Panzhihua, Sichuan Province, China",Mixed Habitat,1 427 ~ 2 246 m,Full Migrant,NT,NO,"Burmese Shrike Lanius collurioides Observed in Panzhihua, Sichuan Province",Chinese Journal of Zoology,Wu Jiawei,10.13859/j.cjz.201706021,NA
541,Lanius isabellinus,PASSERIFORMES,PASSERIFORMES,NA,Zhejiang,2022,TRUE,LC,Range Shift,Field Observation and Photography,121.54,28.34,Passeriformes,Zhejiang,LC,Range shift or distribution change,Field Observation and Photography,New Record of Lanius isabellinus in Zhejiang Province,荒漠伯劳,Isabelline Shrike,NA,raw_table,FALSE,1,TRUE,valid,Laniidae,"Yidai, Dongpu Farm, Wenling, Zhejiang Province, China",Mixed Habitat,NA,Full Migrant,LC,NO,New Record of Lanius isabellinus in Zhejiang Province,Journal of Zhejiang Forestry Science and Technology,Wen Chaoran; Qian Cheng; Yan Fubin; Zhang Fenyao; Jin Wei,10.3969/j.issn.1001-3776.2022.04.019,NA
542,Lanius schach,PASSERIFORMES,PASSERIFORMES,NA,Beijing,2009,TRUE,LC,Range Shift And Insufficient Survey Effort,Field Observation and Photography,115.91,40.52,Passeriformes,Beijing,LC,Mixed: range change + survey/technology,Field Observation and Photography,"Four New Bird Records in Beijing, China",棕背伯劳,Long-Tailed Shrike,NA,raw_table,FALSE,1,TRUE,valid,Laniidae,"Fengtailugou Bridge Xiayongdinghe, Beijing, China; Nature Reserve, Yeyahu, Yanqing District, Beijing, China",Rivers/Lakes/Water Bodies,NA,Full Migrant,LC,NO,"Four New Bird Records in Beijing, China",Chinese Journal of Zoology,Zhu Lei; Cui Yue; Hong Wanping; Chen Wei; Ding Changqing,10.13859/j.cjz.2011.02.023,https://link.cnki.net/doi/10.13859/j.cjz.2011.02.023
